county,state,county_state,cfips,venturedensityoct18,venturedensityjan19,venturedensitymar20,venturedensityfeb20,venturedensityjan20,venturedensitydec19,venturedensitynov19,venturedensityoct19,venturedensitysep19,venturedensityaug19,venturedensityapr18,venturedensityjul20,venturedensityjun20,venturedensitymay20,venturedensityapr20,venturedensityaug20,venturedensitysep20,highlyactivemar20,highlyactivefeb20,highlyactivejan20,highlyactivedec19,highlyactivenov19,highlyactiveoct19,highlyactivesep19,highlyactiveaug19,highlyactiveoct18,highlyactivejan19,highlyactiveapr18,highlyactivejul20,highlyactivejun20,highlyactivemay20,highlyactiveapr20,highlyactiveaug20,highlyactivesep20,unemployment2018,population,change_income16_18,pctbroadband,pctblack,pctnative,pctasian,pcthispanic,pctagriculture,pctconstruction,pctwholesale,pctretail,pcttransportation,pctinformation_tech,pctfinance,pctprofessional,pcteducation,pctpublic,pcthighschool,pctcollege,pctmillennial,pctgenx,pctbabyboomer,net_migration,pctforeignborn,prosperityindex2018,change_prosperity_07_18,medinc2018,medinc2017,medinc2016,prosperityindex2016,change_prosperity_07_16
Cleburne,Arkansas,"Cleburne County, AR",5023,1.707898498,5.67084837,4.971274376,2.598976135,5.022081375,5.053347588,5.115879059,5.205768585,5.424629688,5.62004137,0.613592863,4.959549904,4.94000864,4.916559219,4.955641747,4.986907482,4.963458061,0.414272875,0.355649352,0.433814049,0.363465816,0.371282279,0.398639947,0.371282279,0.418181121,0.386915237,0.390823454,0.374155968,0.363465816,0.367374063,0.418181121,0.425997585,0.379098773,0.3947317,5.5,25587,1674,51.99999619,0.558877528,0.402548164,0.574510515,2.403564453,5.599999905,8.699999809,2.5,12.19999981,6.800000191,1.200000048,4.300000191,5.199999809,20.70000076,3.599999905,83.30000305,15.39999962,14.79999924,23.60000038,28.79999924,,,33.59833527,-18.69412231,43391,42312,41717,41.85251617,-10.43994141
Cleveland,Arkansas,"Cleveland County, AR",5025,0.53437835,0.391877443,0.368127286,0.356252223,0.391877443,0.391877443,0.391877443,0.368127286,0.391877443,0.427502662,0.213751331,0.427502662,0.415627599,0.403752536,0.380002379,0.415627599,0.415627599,0.106875665,0.106875665,0.106875665,0.095000595,0.095000595,0.083125517,0.059375372,0.106875665,0.142500892,0.095000595,0.129636228,0.106875665,0.095000595,0.118750744,0.118750744,0.106875665,0.106875665,6.599999905,8421,31,37.80000305,10.50944138,0.225626424,0.106875665,2.244389057,5.099999905,7.699999809,1.799999952,9.699999809,8,0.400000006,5.800000191,5.699999809,26,7.199999809,86.09999847,15.69999981,14.89999962,26.70000076,24.10000038,,0.012943831,49.88279343,11.43119049,42460,44840,42429,27.39530182,-11.05630112
Columbia,Arkansas,"Columbia County, AR",5027,0.964084744,0.426183373,0.455147296,0.442734182,0.442734182,0.442734182,0.446871907,0.451009601,0.463422716,0.46756041,0.157232702,0.46756041,0.471698105,0.479973525,0.459284991,0.471698105,0.46756041,0.103442572,0.107580274,0.107580274,0.103442572,0.09516716,0.099304862,0.09516716,0.091029458,0.157232702,0.070340946,0.161613792,0.091029458,0.082754053,0.107580274,0.103442572,0.086891755,0.086891755,9.5,24168,-359,42.70000076,34.68636322,0.314465404,1.059251904,2.56123805,6.199999809,3.799999952,2.5,12.60000038,3.400000095,0.400000006,3.200000048,3.900000095,28.20000076,3.5,85.19999695,21.89999962,21.59999847,22.29999924,20.60000038,,0.001696458,24.60888672,-8.162391663,36148,37072,36507,23.28346252,-9.487815857
Conway,Arkansas,"Conway County, AR",5029,1.27730298,2.022792101,2.041785479,2.046533823,2.027540445,2.051282167,2.089268684,2.065526962,2.075023651,2.037037134,1.101614475,2.16999054,2.155745506,2.150997162,2.089268684,2.179487228,2.16999054,0.517568827,0.527065516,0.541310549,0.498575509,0.498575509,0.493827164,0.503323853,0.508072197,0.30864197,0.427350432,0.331401736,0.498575509,0.484330475,0.522317171,0.522317171,0.479582161,0.508072197,7.099999905,21060,2930,40.5,11.79487228,0.493827194,0.052231718,3.751187086,8.399999619,8.399999619,2.700000048,11.39999962,6.699999809,1.5,6.5,5.699999809,23.29999924,3.900000095,85,16.89999962,17.60000038,25.29999924,23.79999924,,0.00308642,31.31784821,-9.685714722,41196,39638,38266,30.09880829,-10.90475464
Craighead,Arkansas,"Craighead County, AR",5031,2.546557188,3.828583717,3.664320946,3.712919474,3.773181438,3.812060118,3.83927536,3.866490364,3.904397249,3.945219755,2.149994135,3.630302191,3.559348345,3.582675695,3.594339371,3.65946126,3.622526407,0.839780748,0.90587455,0.936005592,0.916566253,0.909762442,0.908790469,0.917538226,0.96808058,0.552078068,1.035146356,0.608467221,0.814509571,0.806733787,0.840752721,0.835892856,0.806733787,0.804789841,6,102884,1976,65.19999695,13.83402634,0.270207226,1.187745333,4.719878674,2.099999905,7.199999809,2.299999952,13.19999981,4.400000095,1.700000048,5,5.900000095,28,2.400000095,88,25.39999962,23.20000076,24.79999924,18.39999962,-2620,0.013490922,44.94216537,-14.24799728,45868,45672,43892,61.55515289,2.364990234
Crawford,Arkansas,"Crawford County, AR",5033,1.724611282,1.600271344,1.682626367,1.668093085,1.726226091,1.690700293,1.706848383,1.708463192,1.719766855,1.698774338,0.69113636,1.756907344,1.732685208,1.719766855,1.714922428,1.748833299,1.764981389,0.36333102,0.368175447,0.389167905,0.385938287,0.361716211,0.352027386,0.360101402,0.366560638,0.313272089,0.297124028,0.314554334,0.342338562,0.337494135,0.382708669,0.376249462,0.318116486,0.313272089,6.199999809,61927,4827,55.29999924,1.332213759,1.446864843,1.745603561,6.988873959,2.299999952,7.400000095,2.900000095,12.19999981,6,1.100000024,5.099999905,6.300000191,23.89999962,4.300000191,85.30000305,13.5,18,26.70000076,22,1070,0.229205355,38.07012939,-12.84709167,46619,43504,41792,50.60719299,-0.310028076
Crittenden,Arkansas,"Crittenden County, AR",5035,1.092686415,1.207812428,1.258306265,1.266385198,1.278503776,1.242148161,1.244167924,1.236088991,1.27446425,1.240128398,0.434246927,1.296681523,1.292641997,1.280523539,1.278503776,1.345155597,1.328997612,0.278725952,0.288824707,0.302962989,0.300943226,0.228232116,0.222172856,0.288824707,0.216113597,0.175718516,0.222172856,0.169172034,0.234291375,0.228232116,0.29084447,0.282765448,0.24439013,0.248429641,8.399999619,49511,-405,49.40000153,50.56048203,0.17167902,0.654400051,2.32473588,3.400000095,3.400000095,4,11.80000019,9.899999619,1.600000024,4,6.300000191,26.20000076,4.599999905,81.80000305,17.39999962,19.79999924,25.40000153,19.20000076,4100,0.132657394,19.36758423,-11.1937561,39002,38558,39407,41.81327057,11.25193024
Cross,Arkansas,"Cross County, AR",5037,1.084886551,1.177217364,1.148364067,1.136822701,1.131052017,1.131052017,1.142593384,1.148364067,1.148364067,1.171446681,0.461653888,1.217612147,1.182988048,1.206070781,1.171446681,1.200300097,1.200300097,0.282763004,0.294304341,0.340469718,0.294304341,0.294304341,0.276992321,0.248138964,0.271221638,0.196202904,0.236597613,0.189791039,0.311616361,0.311616361,0.317387044,0.305845678,0.300075024,0.282763004,6.800000191,17329,4532,42.70000076,23.19810677,0.155808181,0.300075024,1.858156919,7.699999809,6.800000191,3.299999952,15.39999962,6,0.300000012,4.199999809,4.900000095,24.20000076,6.900000095,80.69999695,14.69999981,16.39999962,26.5,23.29999924,-1279,0.121414967,30.09479523,-15.06556702,43838,41081,39306,30.43819427,-14.72216797
Dallas,Arkansas,"Dallas County, AR",5039,0.336004138,4.936676025,5.117601395,5.117601395,5.169294357,5.065908432,5.014215469,5.014215469,5.104678154,5.117601395,2.532954216,5.182217598,5.350219727,5.143447876,5.065908432,5.272680283,5.22098732,1.499095321,1.537865043,1.537865043,1.460325718,1.447402477,1.473248959,1.48617208,1.537865043,0.077539414,1.331093311,0.294538498,1.447402477,1.434479237,1.537865043,1.512018561,1.499095321,1.512018561,6.400000095,7738,883,45.09999847,40.7469635,0.051692944,1.783406496,2.959421158,6.199999809,3.400000095,0.699999988,10.69999981,8.600000381,0.400000006,3.599999905,5.099999905,17.79999924,9.699999809,83.40000153,12.69999981,15.39999962,24.29999924,26.20000076,88,0.186740756,24.60124207,-9.638549805,36628,35794,35745,55.14152145,20.90172958
Desha,Arkansas,"Desha County, AR",5041,0.490436494,0.245218247,0.28608796,0.277914017,0.28608796,0.28608796,0.269740075,0.269740075,0.261566132,0.277914017,0.114435181,0.277914017,0.277914017,0.310609788,0.310609788,0.277914017,0.277914017,0.040869709,0.040869709,0.032695767,0.024521824,0.032695767,0.032695767,0.024521824,0.024521824,0.065391533,0.032695767,0.057217591,0.024521824,0.024521824,0.032695767,0.040869709,0.032695767,0.032695767,12.19999981,12234,3715,33.5,47.62955475,0.114435181,0.114435181,5.247670174,13.80000019,5.099999905,0.699999988,14.39999962,3.799999952,1.5,4.099999905,2.599999905,24.60000038,8.800000191,76.09999847,13.19999981,15.60000038,23.90000153,24.20000076,437,0.026483571,19.01850891,-0.378295898,30234,27036,26519,17.86950684,-1.527297974
Drew,Arkansas,"Drew County, AR",5043,0.722388685,0.395976037,0.353167802,0.342465758,0.347816795,0.342465758,0.358518839,0.358518839,0.358518839,0.347816795,0.214041099,0.353167802,0.353167802,0.337114722,0.331763685,0.347816795,0.347816795,0.074914381,0.08561644,0.096318491,0.090967469,0.090967469,0.096318491,0.08561644,0.096318491,0.171232879,0.074914381,0.187954843,0.08561644,0.074914381,0.08561644,0.074914381,0.074914381,0.074914381,9,18688,9922,45.90000153,28.72966576,0.08561644,0.123073623,2.948415995,5.699999809,4.199999809,1.700000048,13.39999962,1.200000048,0.200000003,4.400000095,4.5,33.5,6,81.69999695,19.79999924,21.20000076,23.10000038,20.70000076,-413,0.114137411,31.88860321,3.534820557,43014,36092,33092,43.27699661,14.92321396
Faulkner,Arkansas,"Faulkner County, AR",5045,3.173970461,3.965386868,4.034314156,4.023518085,4.089953899,4.062549114,4.092445374,4.108223915,4.084140778,4.094106197,1.947399497,4.042618752,4.061718941,4.041788101,4.052584171,4.034314156,4.022687912,0.994045675,1.03141582,1.064633727,1.015637279,0.992384791,1.00151968,0.980758548,1.030585408,0.686780095,0.871139467,0.658003807,0.990723908,0.98657167,1.034737587,1.030585408,0.98657167,0.978267193,5.099999905,120417,1058,65.5,11.13297939,0.328026772,1.236536384,3.947947502,2.599999905,7.400000095,2.5,13.5,4.5,2.799999952,5.400000095,9.199999809,25,4,91.09999847,29.10000038,25.79999924,24.70000076,17,27349,5.102502346,54.55078888,-10.61388397,51930,50316,50872,58.76622009,-6.398452759
Franklin,Arkansas,"Franklin County, AR",5047,0.865217149,0.702286661,0.691050053,0.702286661,0.719141543,0.719141543,0.730378091,0.741614699,0.764087856,0.752851307,0.292151242,0.724759817,0.696668327,0.702286661,0.691050053,0.713523209,0.707904935,0.146075621,0.15169391,0.168548793,0.174167082,0.162930503,0.168548793,0.15169391,0.15169391,0.219113439,0.157312214,0.202258557,0.134839043,0.134839043,0.168548793,0.15169391,0.112365864,0.112365864,6.599999905,17799,-19,37.79999924,0.904545188,1.398954988,0.359570771,2.814764977,6.300000191,8,1.600000024,11.69999981,7.5,0.5,4.099999905,5,25.79999924,6,81.09999847,13,16.89999962,24.79999924,23.79999924,4699,0.771784961,33.70535278,-6.94184494,39463,39472,39482,22.70859528,-17.93860245
"Fulton County, Arkansas",,"Fulton County, AR",5049,1.198096156,1.345806718,1.665846109,1.57557857,1.690464497,1.624815345,1.633021474,1.633021474,1.649433732,1.674052238,0.681109488,1.665846109,1.665846109,1.698670626,1.690464497,1.657639861,1.657639861,0.311833262,0.320039392,0.344657809,0.336451679,0.344657809,0.320039392,0.328245521,0.320039392,0.33645165,0.344657809,0.310123086,0.295420974,0.279008687,0.328245521,0.320039392,0.295420974,0.287214845,6.900000095,12186,591,51.40000153,0.073855244,0.74675858,0.147710487,1.296569824,3.700000048,11.19999981,2.299999952,13.80000019,8.199999809,0.400000006,3.799999952,5.199999809,24.20000076,3.700000048,83.90000153,11,13.59999943,23.79999924,30.10000038,1100,0.244460851,41.9711647,3.617622375,36184,36051,35593,34.51770782,-3.835834503
Garland,Arkansas,"Garland County, AR",5051,3.989950418,4.413142681,4.322532177,4.277226925,4.376074791,4.490367413,4.472863197,4.721012592,4.815741539,4.784851551,1.918265224,4.37092638,4.32665062,4.307086945,4.324591637,4.357540607,4.351362705,0.801079094,0.840206325,0.893748879,0.888600588,0.958617806,0.964795768,0.941113472,0.973033071,0.799019754,0.82064271,0.757777333,0.793871462,0.781515479,0.850502968,0.842265666,0.799019754,0.807257056,9,97119,3135,53.39999771,8.162151337,0.685756683,0.71149826,5.214221954,1.200000048,8.399999619,2,14.60000038,4,1.600000024,5.099999905,9.800000191,24.20000076,3.799999952,88.40000153,20.60000038,16.79999924,24.20000076,26.70000076,3058,1.330676794,40.43979645,-5.131942749,43146,41672,40011,57.10855484,11.53681564
Grant,Arkansas,"Grant County, AR",5053,0.775795162,0.110827886,0.13299346,0.121910676,0.127452061,0.127452061,0.121910676,0.121910676,0.121910676,0.116369277,0.049872547,0.13299346,0.13299346,0.13299346,0.13299346,0.138534859,0.13299346,0.044331152,0.03878976,0.044331152,0.033248365,0.03878976,0.044331152,0.033248365,0.033248365,0.105286494,0.03878976,0.11161951,0.033248365,0.033248365,0.033248365,0.03878976,0.033248365,0.033248365,8.699999809,18046,2725,53.59999847,4.338911533,0.310318083,0.182866007,0.930954218,3.099999905,7.699999809,4.199999809,9.800000191,9.199999809,2,3.299999952,5.699999809,22.89999962,5.900000095,90,19.79999924,18,27.10000038,23,9839,2.157375574,50.9529686,-19.23190689,51920,49968,49195,46.78394699,-23.4009285
Greene,Arkansas,"Greene County, AR",5055,12.9180479,9.02503109,2.27454567,3.140930414,3.874728441,4.549091339,5.212024212,5.568636417,6.526460171,7.335695744,6.009829521,0.486912787,0.509772539,0.889244497,1.520173788,0.468624979,0.475482911,1.449308515,2.107669353,2.681449413,3.166076183,3.66899085,3.911304235,4.585667133,5.292033195,7.38141489,5.719511032,7.62779665,0.272031099,0.269745111,0.560064018,1.0012573,0.244599387,0.249171332,7,43745,4742,57.5,0.939535916,0.340610355,0.118870728,2.615155935,2.5,4.300000191,2.900000095,12.69999981,5.5,1,4.699999809,4,25.79999924,3.099999905,85.30000305,16.39999962,19.5,26.79999924,20.79999924,-1332,0.339490235,44.61601639,10.07725906,47497,45566,42755,51.3482933,16.80953598
Hempstead,Arkansas,"Hempstead County, AR",5057,0.648414969,0.873559058,0.936599433,0.936599433,0.941102326,0.936599433,0.918587923,0.927593648,0.932096541,0.936599433,0.283681542,0.963616729,0.981628239,0.959113836,0.963616729,0.977125347,0.977125347,0.198126808,0.202629685,0.202629685,0.193623915,0.180115268,0.18461816,0.189121038,0.198126808,0.090057641,0.162103742,0.084737167,0.180115268,0.198126808,0.198126808,0.202629685,0.18461816,0.180115268,6.400000095,22208,7283,44,30.2233429,0.17561239,0.004502882,12.52701759,4.599999905,8.199999809,1.200000048,11,5.5,1,3.700000048,5,22.10000038,6.300000191,78.69999695,12.60000038,16.40000153,25.20000076,21.89999962,6213,0.633285284,38.17205048,-5.034282684,41355,38701,34072,17.21613312,-25.99020004
Hot Spring,Arkansas,"Hot Spring County, AR",5059,1.220095634,0.014952153,0.014952153,0.014952153,0.014952153,0.014952153,0.014952153,0.014952153,0.011961723,0.014952153,0,0.014952153,0.011961723,0.011961723,0.011961723,0.014952153,0.014952153,0,0,0,0,0,0,0,0,0.251196176,0,0.251196176,0,0,0,0,0,0,6.199999809,33440,-1327,45.90000153,11.27392387,0.352870822,0.2541866,3.268540621,2.400000095,7,1.899999976,13,6.400000095,0.899999976,3.700000048,7.099999905,25.29999924,5.400000095,85.90000153,13.5,19.70000076,25.79999924,24.60000038,1341,1.657565832,21.27096558,-33.47061157,41262,40626,42589,49.88917923,-4.852397919
Howard,Arkansas,"Howard County, AR",5061,0.830429316,0.719211102,0.793356538,0.785942018,0.793356538,0.793356538,0.793356538,0.808185637,0.815600216,0.815600216,0.296581894,0.778527498,0.785942018,0.771112919,0.785942018,0.7488693,0.75628382,0.215021878,0.200192779,0.200192779,0.19277823,0.215021878,0.200192779,0.18536368,0.177949131,0.222436413,0.18536368,0.222436413,0.229850963,0.215021878,0.207607329,0.229850963,0.215021878,0.207607329,5.699999809,13487,1228,33.5,21.04990005,0.444872856,0.155705497,11.40357399,14.5,6.300000191,1.700000048,9.600000381,4.699999809,1.399999976,2.400000095,1.700000048,20.79999924,3,79.40000153,15.69999981,16.70000076,25.70000076,21.89999962,-32,0.016460296,31.36880493,-2.184562683,35900,34851,34672,22.77323914,-10.78012848
Independence,Arkansas,"Independence County, AR",5063,1.325951934,1.247637033,1.247637033,1.288144708,1.307048321,1.298946857,1.29624629,1.28544426,1.280043244,1.255738616,0.44018364,1.274642229,1.350256562,1.293545723,1.266540647,1.261139631,1.277342677,0.216041043,0.234944642,0.232244119,0.224142581,0.229543611,0.224142581,0.210640028,0.194436938,0.170132324,0.167431816,0.17260623,0.224142581,0.216041043,0.226843104,0.229543611,0.216041043,0.226843104,6,37030,5931,50.5,1.949770331,0.318660527,0.858763158,5.997839451,4.900000095,8,1.799999952,9.399999619,5.699999809,2,4,4.900000095,26.39999962,3.900000095,84.5,17.60000038,18.10000038,25.5,22.29999924,-508,0.015798002,40.33787537,-11.13901138,43523,39945,37592,38.15394211,-13.32294464
Izard,Arkansas,"Izard County, AR",5065,1.612064481,1.656637669,2.198945045,2.146943092,2.184087276,2.139514208,2.139514208,2.161800861,2.146943092,2.161800861,0.869177639,2.250947237,2.228660583,2.198945045,2.184087276,2.273233891,2.288091421,0.549736261,0.542307377,0.549736261,0.557165146,0.520020783,0.534878552,0.520020783,0.56459403,0.326870203,0.505163074,0.317212671,0.468018711,0.48287645,0.534878552,0.542307377,0.497734189,0.497734189,9.600000381,13461,5030,50.29999924,1.233192205,0.237723783,0.156006247,1.886932611,5.099999905,8.899999619,3.200000048,12.39999962,3.099999905,1.799999952,4.199999809,3.599999905,26.29999924,6.300000191,83.90000153,12.39999962,14.5,24.79999924,29,-260,0.066265509,34.83158112,-7.992076874,40218,39135,35188,46.502285,3.678627014
Jackson,Arkansas,"Jackson County, AR",5067,0.623035133,0.531580448,0.520148635,0.525864542,0.537296355,0.514432669,0.520148635,0.520148635,0.537296355,0.531580448,0.222920835,0.543012261,0.537296355,0.543012261,0.531580448,0.554444134,0.560160041,0.085738786,0.097170621,0.097170621,0.0914547,0.097170621,0.097170621,0.085738786,0.097170621,0.108602457,0.097170621,0.102886543,0.074306943,0.074306943,0.0914547,0.085738786,0.074306943,0.080022864,7,17495,1929,42.80000305,17.05058479,0.354386955,0.142897964,2.680766106,8.600000381,6.199999809,2.700000048,14.30000019,9.5,0.699999988,4.5,4.699999809,16.70000076,5.5,76.59999847,8.600000381,20.39999962,26.89999962,23.59999847,-606,1.622006297,10.96672821,-8.009140015,33174,32783,31245,24.11690521,5.141036987
Jefferson,Arkansas,"Jefferson County, AR",5069,0.747392416,1.192235947,1.358016133,1.352490187,1.35110867,1.35525322,1.362160683,1.363542199,1.342819691,1.369068146,0.471092075,1.436761737,1.407750249,1.391172171,1.370449662,1.447813749,1.391172171,0.355045944,0.366097957,0.382675976,0.374386966,0.346756935,0.352282941,0.367479444,0.36886096,0.154728189,0.222421765,0.155466586,0.356427431,0.349519938,0.371623963,0.36471644,0.356427431,0.349519938,10,72385,1912,39.79999924,56.07515717,0.145057678,0.799889505,1.891275883,1.200000048,3.900000095,3,10.19999981,6.300000191,1.299999952,4,5.699999809,28.20000076,10,84.30000305,17,20.10000038,24.79999924,22.5,299,0.003730054,22.16022491,-13.69158173,38289,37630,36377,22.14756775,-13.70423889
Johnson,Arkansas,"Johnson County, AR",5071,1.360230565,1.536983728,1.7098943,1.460134506,1.729106665,1.732949138,1.736791492,1.717579246,1.686839581,1.717579246,0.49183476,1.790585995,1.763688803,1.752161384,1.736791492,1.775216103,1.813640714,0.36887607,0.265129685,0.384245932,0.345821321,0.345821321,0.361191154,0.345821321,0.330451488,0.195965424,0.303554267,0.223035336,0.330451488,0.315081656,0.391930848,0.388088375,0.36887607,0.384245932,4.699999809,26025,3139,51.90000153,1.521613836,0.318924099,1.394812703,13.34870338,4.099999905,6.699999809,0.800000012,12.80000019,6.099999905,0.800000012,2.099999905,4.599999905,24,4.099999905,79,15.89999962,18.39999962,26,21.39999962,-323,0.028972141,19.07456207,-3.885902405,37170,35758,34031,36.13842773,13.17796326
Lafayette,Arkansas,"Lafayette County, AR",5073,0.420934469,0.238529533,0.224498391,0.224498391,0.210467234,0.252560675,0.238529533,0.266591847,0.266591847,0.252560675,0.042093448,0.210467234,0.210467234,0.210467234,0.224498391,0.224498391,0.224498391,0.056124598,0.056124598,0.056124598,0.070155747,0.070155747,0.070155747,0.070155747,0.056124598,0.042093448,0.028062299,0.056124598,0.042093448,0.056124598,0.056124598,0.056124598,0.056124598,0.056124598,8.300000191,7127,2530,37.29999924,38.69791031,0,0.43496564,0.996211529,11.30000019,3.700000048,1.399999976,10.30000019,6.300000191,1.299999952,3.299999952,2.700000048,23.60000038,8.199999809,80.19999695,13.69999981,15.69999981,24.39999962,27.20000076,87,0.005472148,16.18509674,-19.33426666,32412,32500,29882,12.55252075,-22.96684265
Lawrence,Arkansas,"Lawrence County, AR",5075,1.135087252,0.431569606,0.620750785,0.620750785,0.638486564,0.620750785,0.638486564,0.691693783,0.638486564,0.656222284,0.159621641,0.650310397,0.644398451,0.608927011,0.614838898,0.638486564,0.626662731,0.106414422,0.106414422,0.112326339,0.094590597,0.106414422,0.106414422,0.088678688,0.100502513,0.171445459,0.076854862,0.18622525,0.094590597,0.100502513,0.100502513,0.106414422,0.100502513,0.100502513,8.199999809,16915,5147,49.70000076,0.721253335,0.703517556,0.082766779,1.235589743,6.699999809,8.800000191,1.799999952,11.69999981,7.400000095,0.800000012,2.099999905,2.5,27.29999924,5.300000191,81.69999695,13.39999962,17.60000038,25,23.40000153,-137,0.135560155,26.98365021,2.327461243,38528,37603,33381,32.40984344,7.75365448
Lee,Arkansas,"Lee County, AR",5077,0.398732245,0.38850832,0.357836634,0.347612709,0.357836634,0.378284425,0.347612709,0.347612709,0.357836634,0.368060529,0.102239035,0.378284425,0.398732245,0.378284425,0.378284425,0.38850832,0.38850832,0.071567327,0.08179123,0.092015132,0.08179123,0.102239035,0.102239035,0.102239035,0.102239035,0.102239035,0.06134342,0.102239035,0.092015132,0.08179123,0.092015132,0.08179123,0.092015132,0.092015132,15.30000019,9781,2643,29.89999962,57.39699554,0.143134654,0.061343417,1.472242117,15.30000019,6.800000191,1.299999952,12.19999981,4.199999809,0.699999988,3,5.099999905,21.70000076,7.800000191,69.30000305,8.199999809,21.79999924,26.60000038,22.89999962,136,0.030058276,8.584327698,-1.857902527,28367,27901,25724,8.77545166,-1.666778564
Lincoln,Arkansas,"Lincoln County, AR",5079,0.229637608,1.026193023,0.968783617,1.011840701,1.011840701,1.00466454,0.968783617,0.961607456,0.968783617,0.983135998,0.337280244,1.040545344,1.033369184,1.026193023,0.99748832,1.026193023,1.011840701,0.251166135,0.251166135,0.265518486,0.251166135,0.229637608,0.229637608,0.258342296,0.265518486,0.057409402,0.222461432,0.064756438,0.236813784,0.236813784,0.265518486,0.258342296,0.243989959,0.229637608,8.100000381,13935,12797,41.19999695,30.84320068,0.437746674,0,3.595263958,7.800000191,6.599999905,0.100000001,9.899999619,4.300000191,0.100000001,1.899999976,4.300000191,31.89999962,8.899999619,79.09999847,7.800000191,25.10000038,30.10000038,18.89999962,1220,0.047865089,34.99720764,5.330375671,45166,38873,32369,16.90907288,-12.75775909
"Little River County, Arkansas",,"Little River County, AR",5081,0.538998127,0.087190866,0.079264425,0.079264425,0.079264425,0.079264425,0.087190866,0.087190866,0.087190866,0.095117308,0.047558654,0.071337983,0.079264425,0.079264425,0.079264425,0.071337983,0.071337983,0.031705771,0.031705771,0.031705771,0.023779327,0.015852885,0.015852885,0.015852885,0.023779327,0.087190866,0.007926443,0.087190866,0.015852885,0.015852885,0.031705771,0.031705771,0.015852885,0.015852885,10.30000019,12616,9992,41.60000229,20.95751381,1.188966393,0,3.202282667,3.099999905,7.400000095,0.300000012,13.60000038,6,0.300000012,2.400000095,4.5,23.20000076,9,86,9.699999809,16.89999962,26.70000076,25.5,-687,0.00967026,37.76181793,7.755363464,45388,36963,35396,39.0428009,9.036346436
Logan,Arkansas,"Logan County, AR",5083,0.692956448,0.287212223,0.369272858,0.351037145,0.355596066,0.360155016,0.351037145,0.360155016,0.319124699,0.337360382,0.123090953,0.355596066,0.360155016,0.369272858,0.373831779,0.369272858,0.341919303,0.068383865,0.068383865,0.072942786,0.072942786,0.068383865,0.068383865,0.059266012,0.072942786,0.118532032,0.045589242,0.153179854,0.063824937,0.050148167,0.068383865,0.068383865,0.063824937,0.063824937,8.100000381,21935,3285,54.39999771,1.736950159,0.834283113,2.183724642,2.703442097,6.400000095,7,2,11.60000038,4.599999905,1.200000048,3.400000095,3.400000095,26.60000038,5.5,82.80000305,13,15.39999962,26.89999962,24.69999886,99,0.020059265,27.07537842,-6.89176178,39748,37982,36463,33.57805634,-0.389083862
Lonoke,Arkansas,"Lonoke County, AR",5085,2.007603884,2.831128359,3.184668779,3.07243371,3.17204237,3.169236422,3.186071634,3.188877583,3.11732769,3.135565758,1.137782574,3.344603539,3.329171181,3.244995117,3.187474489,3.468062162,3.456838608,0.636933744,0.643948436,0.679021895,0.627113163,0.62290436,0.621501446,0.570995688,0.628516138,0.367569685,0.524698734,0.349950433,0.627113163,0.629919052,0.673410118,0.662186623,0.635530829,0.631321967,4.800000191,71279,1353,66.40000153,5.893741608,0.425090134,0.743556976,4.061504841,3,6.699999809,3.200000048,12.5,6.5,1.899999976,4.900000095,7,24.20000076,7.300000191,88.09999847,19.5,20.20000076,27.29999924,18.79999924,-347,0.001922025,50.90455246,-8.73286438,57509,57290,56156,72.0875473,12.45013046
Madison,Arkansas,"Madison County, AR",5087,1.605228066,4.136793137,4.155827522,4.174861908,4.244654655,4.231965065,4.314446926,4.409618855,4.263689041,4.42865324,2.474462271,4.041621685,4.092380047,4.098724842,4.060656071,3.997208357,3.946449995,1.06592226,1.154749036,1.154749036,1.091301322,1.06592226,1.078611732,1.040543079,1.161093831,0.329928279,1.046887875,0.327307731,1.002474427,1.046887875,1.103990912,1.103990912,0.996129692,1.046887875,4.5,15761,4052,45.20000076,0.044413425,0.818475962,0.418755144,5.247128963,10.80000019,9.100000381,2.299999952,10.69999981,6,1.799999952,2.799999952,5.199999809,20,4.5,80.40000153,11.30000019,16.20000076,26.29999924,24.60000038,677,0.0394645,41.46920013,19.45346069,43891,42894,39839,43.95345306,21.93771362
Marion,Arkansas,"Marion County, AR",5089,1.542306781,8.912460327,9.887832642,9.461107254,9.845159531,9.839063644,9.839063644,9.863448143,9.802487373,9.778102875,4.078273773,9.997561455,9.912216187,9.772006989,9.74762249,10.00365734,10.05242634,2.517678499,2.627408028,2.737137318,2.590831518,2.493294239,2.511582613,2.487198353,2.609119654,0.390148729,2.103145599,0.435936958,2.523774624,2.511582613,2.584735394,2.609119654,2.578639269,2.517678499,7.699999809,16404,1792,60.89999771,0.359668374,0.676664233,0.329187989,2.097049475,2.700000048,6.099999905,1.200000048,13.69999981,4.099999905,0.899999976,2.799999952,7,18,5,86,15.30000019,13.19999981,22.89999962,34.10000229,-671,0.023408925,32.30138397,0.264358521,35518,36113,33726,36.05531311,4.018287659
